claim_id,policy_id,agent_id,claim_type,claim_date,resolution_date,claim_amount,approved_amount,status,region,days_to_resolve
CLM005865,POL004970,AGT05818,Water Damage,2021-02-05,2021-06-03,15921.2,1312.89,Denied,British Columbia,118
CLM005866,POL001916,AGT07057,Flood,2023-04-02,2023-04-23,62759.86,27040.01,Approved,Saskatchewan,21
CLM005867,POL008137,AGT07704,Theft,2025-01-03,2025-02-24,31347.31,4255.67,Open,Manitoba,52
CLM005868,POL005181,AGT03892,Wind/Hail,2025-07-12,2025-08-30,58175.69,31845.75,Open,British Columbia,49
CLM005869,POL004240,AGT04941,Theft,2024-02-22,2024-03-31,65993.22,59666.96,Closed,Saskatchewan,38
CLM005870,POL005756,AGT00279,Theft,2022-09-15,2022-10-01,74054.84,0,Denied,Alberta,16
CLM005871,POL004616,AGT02954,Fire,2024-01-19,2024-04-13,69279.2,64561.33,Closed,Manitoba,85
CLM005872,POL008638,AGT09935,Wind/Hail,2021-02-06,2021-02-25,32185.22,1962.12,Approved,Quebec,19
CLM005873,POL007225,AGT00127,Fire,2023-04-23,2023-05-16,22494.43,104.59,Closed,Ontario,23
CLM005874,POL004427,AGT07445,Liability,2021-02-06,2021-06-01,48147.54,30741.33,Approved,Alberta,115
CLM005875,POL007419,AGT05239,Flood,2023-09-10,2023-10-03,5457.39,4334.23,Open,Quebec,23
CLM005876,POL002049,AGT04348,Water Damage,2025-01-09,2025-01-14,30992.19,11046.11,In Review,Saskatchewan,5
CLM005877,POL007377,AGT05744,Theft,2023-12-03,2024-03-08,31142.22,6511.93,Approved,Quebec,96
CLM005878,POL005584,AGT07418,Water Damage,2021-02-01,2021-04-18,64897.87,53707.5,Closed,Alberta,76
CLM005879,POL003888,AGT03800,Liability,2025-10-31,2026-01-18,38560.62,18971.3,Denied,Quebec,79
CLM005880,POL004629,AGT08411,Collision,2025-05-13,2025-06-30,3139.84,2185.94,Closed,British Columbia,48
CLM005881,POL005739,AGT02764,Flood,2022-07-08,2022-09-10,40305.97,25620.78,Closed,Ontario,64
CLM005882,POL002524,AGT05987,Flood,2022-11-18,2023-03-13,54981.08,52179.72,Approved,Ontario,115
CLM005883,POL001035,AGT01963,Liability,2022-11-16,2023-02-04,67598.35,12807.58,Denied,Ontario,80
CLM005884,POL003166,AGT05470,Theft,2021-11-22,2022-02-22,55933.88,0,Open,Manitoba,92
CLM005885,POL007647,AGT09296,Wind/Hail,2025-10-10,2025-12-29,44493.94,0,Approved,Ontario,80
CLM005886,POL003409,AGT03813,Liability,2024-06-15,2024-08-06,21332.27,788.79,In Review,Saskatchewan,52
CLM005887,POL005214,AGT09658,Water Damage,2022-08-12,2022-12-03,52146.4,25955.27,In Review,Saskatchewan,113
CLM005888,POL008696,AGT00212,Water Damage,2024-09-16,2024-11-22,48784.16,47176.56,Open,Manitoba,67
CLM005889,POL009312,AGT08959,Theft,2025-02-07,2025-05-13,33682.48,27824.11,In Review,Quebec,95
CLM005890,POL005650,AGT04711,Wind/Hail,2024-05-05,2024-06-12,2868.56,0,Approved,Saskatchewan,38
CLM005891,POL006728,AGT03949,Theft,2022-11-28,2023-02-05,69539.02,62968.21,Approved,British Columbia,69
CLM005892,POL004781,AGT00374,Liability,2025-11-17,2026-03-07,30451.01,27488.51,Closed,Saskatchewan,110
CLM005893,POL006121,AGT02012,Theft,2023-11-06,2023-11-26,57974.12,45216.74,Denied,British Columbia,20
CLM005894,POL001246,AGT01642,Theft,2022-10-15,2022-10-24,27624.35,27581.76,Approved,Ontario,9
CLM005895,POL002374,AGT08890,Collision,2021-10-11,2021-12-30,9588.78,3120.8,Closed,Saskatchewan,80
CLM005896,POL005103,AGT09487,Fire,2025-12-15,2026-02-24,60592.01,0,Approved,Saskatchewan,71
CLM005897,POL007181,AGT08816,Collision,2025-07-28,2025-10-27,63649.74,59145.81,In Review,Saskatchewan,91
CLM005898,POL004240,AGT02735,Water Damage,2023-01-08,2023-03-17,13920.24,0,Open,Ontario,68
CLM005899,POL006810,AGT08294,Flood,2021-08-24,2021-10-31,4419.51,2248.77,Denied,Alberta,68
CLM005900,POL000281,AGT03546,Liability,2022-05-23,2022-06-12,60755.6,57577.22,Denied,Saskatchewan,20
CLM005901,POL003459,AGT02811,Wind/Hail,2023-03-01,2023-04-04,70383.14,0,Closed,Ontario,34
CLM005902,POL004604,AGT02266,Fire,2022-11-19,2023-02-27,19374.81,15228.15,Approved,Alberta,100
CLM005903,POL000750,AGT00774,Collision,2025-08-20,2025-09-04,66856.74,0,Approved,Quebec,15
CLM005904,POL001352,AGT08725,Collision,2021-10-14,2022-01-24,11971.02,8582.63,Closed,British Columbia,102
CLM005905,POL003571,AGT09779,Wind/Hail,2022-01-04,2022-02-12,31346.94,15146.32,Open,Alberta,39
CLM005906,POL007897,AGT08008,Flood,2024-10-25,2024-12-13,50337.57,17119.11,Approved,Saskatchewan,49
CLM005907,POL006852,AGT06582,Liability,2024-10-18,2025-01-22,24772.29,23679.84,In Review,Alberta,96
CLM005908,POL004123,AGT03889,Theft,2021-02-18,2021-03-30,42819.81,1223.35,In Review,Ontario,40
CLM005909,POL001913,AGT03953,Wind/Hail,2025-06-13,2025-07-07,72281.49,0,Denied,British Columbia,24
CLM005910,POL009051,AGT00947,Theft,2024-01-21,2024-04-22,2613.68,637.43,Approved,Manitoba,92
CLM005911,POL007308,AGT02649,Water Damage,2025-06-20,2025-08-28,51395.3,47177.76,Open,Ontario,69
CLM005912,POL009548,AGT03698,Liability,2022-11-18,2022-11-29,1557.6,0,Open,Saskatchewan,11
CLM005913,POL000422,AGT04880,Fire,2022-03-31,2022-05-09,20401.24,1914.24,Open,Ontario,39
CLM005914,POL001911,AGT03464,Flood,2023-07-24,2023-08-29,72253.32,18959.56,Denied,British Columbia,36
CLM005915,POL007311,AGT04967,Fire,2025-09-13,2025-10-28,12345.48,5272.19,Approved,Alberta,45
CLM005916,POL002417,AGT05931,Flood,2022-07-28,2022-09-05,9825.88,8208.35,Denied,Quebec,39
CLM005917,POL007397,AGT07630,Fire,2025-05-26,2025-07-18,42617.95,28332.18,In Review,Manitoba,53
CLM005918,POL006201,AGT07091,Wind/Hail,2021-05-15,2021-09-02,56642.92,51058.54,Denied,Saskatchewan,110
CLM005919,POL002663,AGT00773,Fire,2021-02-25,2021-04-15,4387.35,0,Approved,Ontario,49
CLM005920,POL003879,AGT08072,Flood,2021-11-19,2022-01-21,40947.96,6954.55,Closed,British Columbia,63
CLM005921,POL003770,AGT08686,Water Damage,2023-09-10,2023-10-06,60202.81,59258.12,In Review,Quebec,26
CLM005922,POL003504,AGT04709,Fire,2025-06-27,2025-10-25,20489.8,13884.16,Open,Manitoba,120
CLM005923,POL003015,AGT08840,Theft,2024-08-22,2024-10-31,68584.21,18944.22,Closed,Manitoba,70
CLM005924,POL006651,AGT04385,Theft,2025-05-19,2025-09-06,61108.74,15843.49,In Review,Saskatchewan,110
CLM005925,POL000924,AGT00244,Flood,2022-02-10,2022-05-10,48854.63,24789.05,In Review,Saskatchewan,89
CLM005926,POL007408,AGT01147,Fire,2021-07-31,2021-08-15,62851.42,0,Approved,Saskatchewan,15
CLM005927,POL005444,AGT04776,Theft,2023-01-02,2023-03-17,63664.3,4758.6,Approved,Ontario,74
CLM005928,POL003961,AGT05442,Wind/Hail,2021-08-01,2021-08-06,20693.3,5860.03,Denied,Alberta,5
CLM005929,POL002385,AGT00391,Liability,2023-06-30,2023-10-18,8053.19,2429.12,In Review,Manitoba,110
CLM005930,POL006930,AGT04280,Collision,2025-07-05,2025-09-30,9615.98,137.27,Denied,Ontario,87
CLM005931,POL005408,AGT06183,Wind/Hail,2022-05-19,2022-07-24,52662.52,0,Open,British Columbia,66
CLM005932,POL003243,AGT03573,Wind/Hail,2024-04-08,2024-06-10,40515.02,9754.95,Denied,Alberta,63
CLM005933,POL002079,AGT05284,Water Damage,2021-03-01,2021-04-10,22472.07,19065.64,Open,Saskatchewan,40
CLM005934,POL004525,AGT07463,Fire,2021-04-03,2021-04-27,49054.22,45222.61,In Review,Ontario,24
CLM005935,POL009785,AGT04774,Liability,2023-12-23,2024-04-17,34142.86,1507.86,Denied,Quebec,116
CLM005936,POL006983,AGT06085,Theft,2021-06-02,2021-08-21,33234.24,31773.79,Denied,Ontario,80
CLM005937,POL004189,AGT01429,Wind/Hail,2022-07-01,2022-08-21,18896.24,16605.84,In Review,Quebec,51
CLM005938,POL005315,AGT01724,Water Damage,2023-02-11,2023-05-23,15917.49,8062.23,Denied,Ontario,101
CLM005939,POL007428,AGT02662,Liability,2022-06-01,2022-09-20,39582.16,34956.25,Approved,British Columbia,111
CLM005940,POL001348,AGT02832,Theft,2021-12-16,2022-01-26,63827.98,2677.36,In Review,Ontario,41
CLM005941,POL005618,AGT02532,Collision,2025-10-15,2025-12-10,23480.86,19997.63,Denied,Manitoba,56
CLM005942,POL007505,AGT04418,Collision,2023-11-02,2024-01-29,33669.7,20471.98,Denied,Manitoba,88
CLM005943,POL000657,AGT04907,Flood,2021-01-23,2021-03-20,5822.94,5172.14,Approved,Saskatchewan,56
CLM005944,POL006907,AGT03837,Water Damage,2021-03-06,2021-05-21,64754.36,46390.94,Closed,Quebec,76
CLM005945,POL008856,AGT08089,Fire,2021-11-17,2021-12-11,63337.31,15156.12,Denied,Saskatchewan,24
CLM005946,POL005162,AGT04211,Collision,2024-10-24,2024-12-13,61382.86,40961.86,Approved,Saskatchewan,50
CLM005947,POL006008,AGT08875,Collision,2022-11-08,2023-02-11,37046.28,17144.13,Denied,Ontario,95
CLM005948,POL009530,AGT02917,Water Damage,2021-01-05,2021-02-24,50304.59,46328.32,Denied,Manitoba,50
CLM005949,POL002669,AGT09599,Theft,2021-07-20,2021-08-01,5623.91,4388.63,Open,British Columbia,12
CLM005950,POL001170,AGT04719,Wind/Hail,2024-06-08,2024-09-12,44339.74,39089.75,Closed,Manitoba,96
CLM005951,POL008415,AGT02159,Theft,2021-11-18,2022-02-10,7891.72,0,Approved,British Columbia,84
CLM005952,POL007784,AGT05200,Collision,2022-10-22,2022-11-24,3415.49,1400.18,Denied,Quebec,33
CLM005953,POL003208,AGT01522,Flood,2025-09-30,2026-01-09,50009.75,29401.91,Approved,Manitoba,101
CLM005954,POL007251,AGT00371,Wind/Hail,2021-10-08,2021-11-15,9801.14,0,Closed,Manitoba,38
CLM005955,POL005711,AGT06609,Theft,2024-06-11,2024-07-06,10868.26,7444.34,Open,Alberta,25
CLM005956,POL003956,AGT05393,Fire,2022-03-08,2022-05-05,71620.02,0,Approved,Quebec,58
CLM005957,POL005223,AGT05686,Flood,2022-09-20,2023-01-04,29608.72,27409.35,Closed,Quebec,106
CLM005958,POL003233,AGT00691,Collision,2021-06-13,2021-07-12,8107.7,1893.41,Open,Quebec,29
CLM005959,POL003702,AGT06363,Water Damage,2025-02-25,2025-03-02,20670.59,10184.83,Approved,British Columbia,5
CLM005960,POL006543,AGT07287,Water Damage,2025-11-03,2025-11-24,18311.71,2460.19,In Review,Ontario,21
CLM005961,POL007226,AGT02263,Flood,2025-05-16,2025-07-31,31099.69,4970.56,Closed,Ontario,76
CLM005962,POL005298,AGT04687,Wind/Hail,2024-03-08,2024-05-17,30058.97,16282.53,Approved,Quebec,70
CLM005963,POL004837,AGT03506,Flood,2021-03-23,2021-06-23,45771.61,0,Closed,Saskatchewan,92
CLM005964,POL003437,AGT08470,Wind/Hail,2021-10-08,2022-01-20,29647.11,2537.32,Approved,Ontario,104
CLM005965,POL008959,AGT03347,Wind/Hail,2023-01-25,2023-02-08,26856.32,10313.17,Closed,Quebec,14
CLM005966,POL001792,AGT08914,Liability,2025-08-28,2025-10-31,51244.67,23113.81,Denied,Manitoba,64
CLM005967,POL006172,AGT00296,Collision,2024-04-22,2024-05-14,33863.27,8784.96,Denied,Saskatchewan,22
CLM005968,POL006870,AGT08514,Wind/Hail,2025-09-24,2026-01-19,51919.29,0,In Review,British Columbia,117
CLM005969,POL001991,AGT05555,Flood,2022-11-11,2023-03-09,36486.69,0,In Review,Ontario,118
CLM005970,POL007093,AGT01702,Theft,2023-02-15,2023-04-07,64802.73,3159.74,Denied,British Columbia,51
CLM005971,POL006275,AGT08448,Water Damage,2022-04-24,2022-07-16,4851.48,1509.13,Open,Quebec,83
CLM005972,POL002596,AGT01582,Liability,2024-05-05,2024-07-02,72539.77,59382.46,Denied,Manitoba,58
CLM005973,POL007014,AGT08844,Water Damage,2024-01-11,2024-04-10,4143.41,2770.82,Open,Manitoba,90
CLM005974,POL006639,AGT03831,Theft,2025-01-11,2025-03-13,626.56,567.5,Denied,Ontario,61
CLM005975,POL009080,AGT06422,Water Damage,2022-05-16,2022-07-06,52886.27,0,Closed,British Columbia,51
CLM005976,POL004886,AGT02974,Wind/Hail,2025-07-24,2025-10-15,55018.47,51068.62,Open,Alberta,83
CLM005977,POL003225,AGT07825,Water Damage,2023-08-12,2023-11-11,9908.26,0,Denied,Alberta,91
CLM005978,POL007887,AGT05166,Liability,2023-11-08,2024-02-13,61781.18,2217.94,Denied,British Columbia,97
CLM005979,POL006864,AGT05339,Collision,2022-08-19,2022-09-28,5045.95,30.92,Denied,Saskatchewan,40
CLM005980,POL007714,AGT02507,Water Damage,2025-12-31,2026-04-02,18804.9,0,Denied,British Columbia,92
CLM005981,POL003348,AGT05022,Fire,2025-05-24,2025-09-01,19251.92,4314.72,Closed,Saskatchewan,100
CLM005982,POL004287,AGT03930,Flood,2024-05-04,2024-08-09,46714.47,8259.97,Closed,Alberta,97
CLM005983,POL007872,AGT07641,Flood,2023-07-19,2023-09-21,22344.73,0,Approved,Manitoba,64
CLM005984,POL009370,AGT06554,Water Damage,2021-08-31,2021-10-20,31849.61,15171.97,In Review,British Columbia,50
CLM005985,POL001793,AGT08184,Water Damage,2024-07-11,2024-09-26,4828.9,0,In Review,British Columbia,77
CLM005986,POL001357,AGT09056,Theft,2021-09-11,2021-10-29,49602.7,31270.45,Open,Alberta,48
CLM005987,POL004374,AGT05460,Theft,2023-02-04,2023-02-22,29062.07,14650.1,Denied,Alberta,18
CLM005988,POL006560,AGT05569,Fire,2022-09-10,2023-01-08,48326.89,0,In Review,British Columbia,120
CLM005989,POL004754,AGT09971,Wind/Hail,2022-01-01,2022-04-04,32705.15,944.03,Approved,Saskatchewan,93
CLM005990,POL005719,AGT07575,Flood,2024-10-23,2025-01-27,27097.56,4166.02,Approved,Saskatchewan,96
CLM005991,POL001668,AGT00848,Flood,2025-10-25,2025-12-31,57563.6,9035.71,Open,Alberta,67
CLM005992,POL001657,AGT00363,Fire,2022-11-08,2023-01-11,59150.36,38561.74,Closed,Ontario,64
CLM005993,POL007564,AGT01945,Fire,2021-12-10,2022-02-21,74373.68,0,In Review,Saskatchewan,73
CLM005994,POL005957,AGT04885,Liability,2024-02-08,2024-05-21,15468.13,2136.33,Closed,Quebec,103
CLM005995,POL002918,AGT00248,Liability,2025-01-18,2025-04-27,1257.98,1212.37,Open,Ontario,99
CLM005996,POL009607,AGT06825,Liability,2024-01-29,2024-02-14,65806.92,1685.33,In Review,Alberta,16
CLM005997,POL008484,AGT05201,Water Damage,2025-09-17,2025-09-22,2958.29,2453.33,Closed,Alberta,5
CLM005998,POL004641,AGT05082,Theft,2024-04-27,2024-07-26,58304.58,0,Closed,Manitoba,90
CLM005999,POL003010,AGT04924,Liability,2022-01-25,2022-04-23,56785.51,38819.35,Denied,Saskatchewan,88
CLM006000,POL009095,AGT03888,Water Damage,2021-10-09,2021-11-04,66370.48,45842.19,Approved,Saskatchewan,26
CLM006001,POL003702,AGT07543,Liability,2023-07-28,2023-09-18,35397.84,8740.93,Denied,British Columbia,52
CLM006002,POL004180,AGT05600,Collision,2022-05-30,2022-08-25,67739.94,64050.91,In Review,Manitoba,87
CLM006003,POL005000,AGT07751,Water Damage,2025-11-05,2025-12-11,62368.42,50603.62,Approved,British Columbia,36
CLM006004,POL007362,AGT01229,Collision,2023-06-21,2023-10-08,40421.18,33883.39,Closed,British Columbia,109
CLM006005,POL002358,AGT02304,Fire,2021-03-23,2021-05-20,25682.22,15408.07,In Review,Alberta,58
CLM006006,POL009985,AGT05204,Liability,2023-03-05,2023-06-03,74560.99,28383.98,In Review,Saskatchewan,90
CLM006007,POL000653,AGT04563,Water Damage,2022-01-30,2022-05-08,51362.06,12013.28,Denied,British Columbia,98
CLM006008,POL008513,AGT07344,Flood,2022-01-03,2022-01-21,28366.85,16444.83,Open,British Columbia,18
CLM006009,POL003251,AGT06536,Collision,2023-09-17,2023-12-28,64745.32,56935.05,Denied,Manitoba,102
CLM006010,POL002551,AGT07010,Wind/Hail,2025-06-17,2025-07-06,59504.35,11455.89,In Review,Saskatchewan,19
CLM006011,POL007888,AGT05287,Collision,2021-01-24,2021-04-08,55623.66,22862.22,Denied,Quebec,74
CLM006012,POL005551,AGT09343,Liability,2025-02-07,2025-03-29,13169.91,6552.69,In Review,Saskatchewan,50
CLM006013,POL009767,AGT03555,Fire,2021-02-24,2021-04-23,69240.18,0,Open,Ontario,58
CLM006014,POL005572,AGT06011,Flood,2021-12-01,2022-02-17,7257.96,7018.59,Denied,Quebec,78
CLM006015,POL009684,AGT08465,Liability,2023-08-21,2023-10-13,21653.54,5491.63,Approved,Saskatchewan,53
CLM006016,POL002102,AGT07396,Collision,2022-09-02,2022-11-04,9683.31,7266.86,Approved,Quebec,63
CLM006017,POL004260,AGT03296,Liability,2023-07-23,2023-08-20,74311.19,25095.99,Denied,Ontario,28
CLM006018,POL000231,AGT08083,Fire,2025-11-25,2025-12-28,48189.28,29813.02,Approved,Alberta,33
CLM006019,POL001504,AGT06751,Collision,2021-07-18,2021-11-03,23086.13,3529.87,Open,Saskatchewan,108
CLM006020,POL002841,AGT03763,Liability,2023-05-07,2023-05-15,74749.1,57669.43,In Review,Saskatchewan,8
CLM006021,POL000164,AGT04494,Water Damage,2025-03-17,2025-05-08,65059.6,50036.36,Closed,Manitoba,52
CLM006022,POL004070,AGT01544,Wind/Hail,2023-11-10,2024-01-04,18184.51,1700.08,Denied,Ontario,55
CLM006023,POL001548,AGT05318,Fire,2022-05-03,2022-08-07,61259.27,35425.37,Denied,Ontario,96
CLM006024,POL008090,AGT07601,Collision,2025-05-16,2025-05-31,10640.66,4972.76,Open,British Columbia,15
CLM006025,POL002573,AGT04348,Theft,2021-11-02,2022-02-04,9709.54,4927.14,Approved,Ontario,94
CLM006026,POL001655,AGT08295,Fire,2024-12-01,2025-03-02,68427.37,6438.5,Denied,Ontario,91
CLM006027,POL003028,AGT02654,Flood,2023-09-28,2023-12-09,50973.59,0,Denied,Saskatchewan,72
CLM006028,POL005379,AGT01016,Flood,2021-11-14,2021-12-17,55236.2,0,Denied,Alberta,33
CLM006029,POL008018,AGT06128,Collision,2022-05-17,2022-07-26,3799.85,0,Open,Quebec,70
CLM006030,POL004926,AGT00033,Collision,2025-12-23,2026-03-13,74657.76,7155.78,Open,Ontario,80
CLM006031,POL003469,AGT09525,Collision,2022-09-09,2022-10-24,26434.43,17604.51,Denied,Alberta,45
CLM006032,POL005337,AGT00020,Fire,2023-03-07,2023-04-07,71294.26,42405.37,In Review,Saskatchewan,31
CLM006033,POL006383,AGT02783,Wind/Hail,2023-12-01,2023-12-08,39817.48,11919.44,Open,Quebec,7
CLM006034,POL002448,AGT04542,Flood,2022-06-07,2022-08-30,39357.28,26294.14,Closed,British Columbia,84
CLM006035,POL008936,AGT08860,Fire,2024-09-01,2024-11-05,31283.06,0,Denied,Manitoba,65
CLM006036,POL004239,AGT08029,Flood,2023-12-03,2024-02-08,20829.38,2276.77,In Review,British Columbia,67
CLM006037,POL008720,AGT06568,Liability,2025-06-16,2025-07-31,65332.05,0,Denied,Manitoba,45
CLM006038,POL000750,AGT06671,Collision,2023-03-02,2023-05-07,44993.44,0,Approved,Ontario,66
CLM006039,POL005667,AGT06191,Liability,2021-07-05,2021-09-13,52137.83,14561.55,Open,Ontario,70
CLM006040,POL007395,AGT03757,Liability,2021-09-26,2022-01-08,18903.41,15474.9,Open,Ontario,104
CLM006041,POL002457,AGT00943,Theft,2024-04-29,2024-08-20,31234.8,31035.28,Denied,Manitoba,113
CLM006042,POL000481,AGT08867,Wind/Hail,2021-11-18,2021-11-25,52866.97,4100.66,Open,Alberta,7
CLM006043,POL004369,AGT09099,Liability,2024-12-03,2025-02-03,55714.39,47410.84,In Review,Ontario,62
CLM006044,POL002053,AGT08692,Water Damage,2021-11-06,2022-02-10,30089.37,6200.55,Approved,Ontario,96
CLM006045,POL006994,AGT00236,Wind/Hail,2022-12-18,2023-01-31,37145.17,0,In Review,Saskatchewan,44
CLM006046,POL003783,AGT00876,Liability,2025-07-10,2025-09-22,11114.71,4111.67,Approved,Ontario,74
CLM006047,POL005076,AGT07865,Flood,2023-11-15,2023-12-21,40651.07,24635.78,In Review,Saskatchewan,36
CLM006048,POL006633,AGT08590,Flood,2021-05-07,2021-06-28,40115.31,23685.6,Open,Alberta,52
CLM006049,POL001565,AGT02405,Flood,2022-01-17,2022-05-08,30535.64,15298.18,Open,Manitoba,111
CLM006050,POL008160,AGT06655,Fire,2022-11-01,2022-11-19,6084.74,6021.13,Open,Quebec,18
CLM006051,POL002326,AGT03566,Fire,2021-10-15,2021-12-04,17125.19,11600.31,Open,Alberta,50
CLM006052,POL004934,AGT09913,Fire,2023-09-16,2023-10-26,74802.79,0,Denied,Saskatchewan,40
CLM006053,POL000085,AGT02464,Wind/Hail,2021-02-24,2021-03-16,55412.75,14785.63,Open,Manitoba,20
CLM006054,POL003720,AGT04184,Fire,2021-08-09,2021-08-25,44819.56,28759.86,Closed,Ontario,16
CLM006055,POL001949,AGT05788,Wind/Hail,2023-11-10,2024-02-06,18452.17,6456.54,In Review,Ontario,88
CLM006056,POL000289,AGT09732,Fire,2025-06-12,2025-08-13,31250.48,9524.53,Denied,Ontario,62
CLM006057,POL001244,AGT02993,Liability,2023-05-10,2023-07-13,68037.63,62133.25,Closed,Saskatchewan,64
CLM006058,POL009234,AGT08906,Liability,2023-08-10,2023-08-27,11990.38,7242.5,Denied,British Columbia,17
CLM006059,POL006708,AGT05567,Fire,2021-10-13,2022-01-01,41503.44,4580.33,Approved,Alberta,80
CLM006060,POL005045,AGT09004,Flood,2022-08-23,2022-10-03,46241.6,31784.88,Denied,Alberta,41
CLM006061,POL005278,AGT03655,Wind/Hail,2022-11-07,2022-11-26,47075.51,8829.08,Open,Saskatchewan,19
CLM006062,POL002937,AGT03456,Wind/Hail,2022-05-30,2022-08-17,68494.75,0,Denied,Quebec,79
CLM006063,POL006495,AGT01746,Liability,2021-09-29,2021-11-16,19509.1,7806.77,Approved,Ontario,48
CLM006064,POL004548,AGT02316,Fire,2021-09-20,2021-10-28,47745.19,43214.24,In Review,Manitoba,38
CLM006065,POL008050,AGT01665,Fire,2021-07-15,2021-11-03,57013.14,56484.33,In Review,Saskatchewan,111
CLM006066,POL007788,AGT06114,Collision,2022-03-06,2022-06-27,1462.52,610.61,Approved,Quebec,113
CLM006067,POL007845,AGT08192,Water Damage,2024-07-25,2024-11-10,71730.15,41269.23,Closed,Manitoba,108
CLM006068,POL004697,AGT07292,Theft,2025-02-14,2025-03-29,51725.32,21917.87,Denied,Ontario,43
CLM006069,POL007457,AGT01158,Fire,2025-07-31,2025-09-04,66917.85,0,Denied,Quebec,35
CLM006070,POL001620,AGT04125,Flood,2024-01-24,2024-03-15,29599.09,3407.69,In Review,Quebec,51
CLM006071,POL000187,AGT08220,Flood,2024-10-26,2024-12-25,70054.36,28377.33,Denied,Quebec,60
CLM006072,POL007177,AGT02041,Water Damage,2024-10-26,2024-11-27,54453.3,41248.59,In Review,Quebec,32
CLM006073,POL001050,AGT00043,Wind/Hail,2024-09-12,2024-11-13,23744.68,19420.19,Denied,Alberta,62
CLM006074,POL008129,AGT07227,Flood,2024-10-19,2025-02-05,19419.16,10538.34,In Review,Ontario,109
CLM006075,POL000681,AGT04924,Flood,2025-02-02,2025-04-07,73216.58,0,Approved,Alberta,64
CLM006076,POL008286,AGT03276,Liability,2024-02-10,2024-06-06,40835.55,3117.21,Closed,British Columbia,117
CLM006077,POL006264,AGT08945,Water Damage,2025-10-25,2025-12-26,63540.66,35279.08,Open,Alberta,62
CLM006078,POL005072,AGT01757,Liability,2022-02-27,2022-05-13,7752.67,4297.68,Approved,Quebec,75
CLM006079,POL006704,AGT00194,Theft,2025-12-27,2026-01-29,45076.39,0,Approved,Saskatchewan,33
CLM006080,POL007059,AGT08537,Water Damage,2024-07-29,2024-10-07,40712.23,24632.96,Closed,Saskatchewan,70
CLM006081,POL003444,AGT03970,Wind/Hail,2025-06-14,2025-08-26,63158.87,8508.31,Approved,British Columbia,73
